,page,country,rev_id
966,Kumar Lingden,Nepal,701431224
967,Samuel R. Spencer,United States,701437626
968,Winston Jessurun,Suriname,701452937
969,Nikolay Goloded,Belarus,701588716
970,Alfred Edwin Winter,Australia,701742218
971,Minkailu Bah,Sierra Leone,701745522
972,Demmus Hentze,Faroese,701771698
973,Raimundo Colombo,Brazil,701832149
974,Khaled Dawoud,Egypt,701871912
975,Edgar V. Saks,Estonia,701896358
976,Samuel Yaw Adusei,Ghana,701904302
977,List of Nigerien politicians,Niger,701961167
978,Zhao Xinchu,China,701998658
979,Manuel Pérez (President of Nicaragua),Nicaragua,702098995
980,Tomas Bertelman,Sweden,702258783
981,U Thaung (politician),Myanmar,702355716
982,Chan Nyein,Myanmar,702357552
983,Barry Diawadou,Guinea,702484294
984,Antonio Mucci,Argentina,702509338
985,Bengt Jönsson (Oxenstierna),Sweden,702687818
986,Jacob Magnus Sprengtporten,Finland,702707688
987,Johan Oxenstierna,Sweden,702712670
988,Hikmat Mizban Ibrahim al-Azzawi,Iraq,702727008
989,Axel Lille,Finland,702729826
990,Nils Jönsson (Oxenstierna),Sweden,702740797
991,Mikhail Aleksandrovich Stakhovich,Russia,702832114
992,Bo Holmberg,Sweden,702875035
993,Lauri Kaijalainen,Finland,702893111
994,Hubert Gorbach,Austria,702930848
995,Sergei Ivanovich Tiulpanov,Russia,702949370
996,Veit Ludwig von Seckendorff,Germany,702964122
997,Giovanni Lonfernini,San Marino,702969677
998,Mats Svegfors,Sweden,702972334
999,Lamine Sidimé,Guinea,702973103
1000,Daniel Williams (governor-general),Grenada,702974211
1001,Nemesi Marqués Oste,Spain,702974510
1002,Guillermo Lora,Bolivia,703029024
1003,Young Vivian,Niuean,703037968
1004,Ahmed al-Barak,Iraq,703053769
1005,Wael Abdul Latif,Iraq,703053876
1006,Dara Nur al-Din,Iraq,703053905
1007,Mufid Mohammad Jawad al-Jazairi,Iraq,703054379
1008,Nuri Badran,Iraq,703054420
1009,Abdel Amir Abbud Rahima,Iraq,703054447
1010,Ali Faik al-Ghadban,Iraq,703054465
1011,Khodayyir Abbas,Iraq,703054481
1012,Hashim Abderrahman al-Shibli,Iraq,703054542
1013,Rashad Mandan Omar,Iraq,703054561
1014,Sami Azara al-Majun,Iraq,703054581
1015,Kamel al-Kilani,Iraq,703054633
1016,Mohammad Jassem Khodayyir,Iraq,703054668
1017,Carlos Durán Cartín,Costa Rica,703055426
1018,Aniceto Esquivel Sáenz,Costa Rica,703055552
1019,Tommy Funebo,Sweden,703060685
1020,Garrett D. Kinney,United States,703098503
1021,Manuel Isidoro Belzu,Bolivia,703105765
1022,Noel Ahipeaud,Ivorian,703133769
1023,Juan José de Amézaga,Uruguay,703183568
1024,Francisco Javier Zaldúa,Colombia,703187650
1025,John Willard (Australian politician),United Kingdom,703207074
1026,Claude Lise,Martinique,703216645
1027,"Charles Louis Bernard de Cléron, comte d'Haussonville",France,703222512
1028,Philippe Massoni,France,703224305
1029,David John Rankin,Canada,703226576
1030,Aleksander Arendt,Poland,703296748
1031,Bernard Szczęsny,Poland,703296780
1032,Szczepan Lewna,Poland,703296853
1033,Miguel Cárdenas,Mexico,703325745
1034,Mohamed Lemine Ch'bih Ould Cheikh Melainine,Mauritania,703331074
1035,Gun Carlson,Finland,703366953
1036,Roger Jansson,Finland,703366980
1037,Muhammad Said al-Attar,Yemen,703380433
1038,Hassan Muhammad Makki,Yemen,703384635
1039,Kadhi Abdullah al-Hagri,Yemen,703384656
1040,Alan Huckle,United Kingdom,703385617
1041,Sergei Zubatov,Russia,703386200
1042,Olof Erland,Finland,703392035
1043,Sune Eriksson,Finland,703392121
1044,Fredrik Gyllenborg,Sweden,703401191
1045,Bruno Erhard Abegg,Germany,703401364
1046,Daniel Constantin (administrator),France,703403120
1047,Gert Rudolph,South Africa,703405191
1048,Anton von Winzor,Austria,703406889
1049,Francisco Lopes,Portugal,703412803
1050,Alberto Oreamuno Flores,Costa Rica,703416870
1051,Zhang Anshi,China,703422434
1052,Jacques Claude Beugnot,France,703423083
1053,Simon Jenko,Carniolan,703436823
1054,Nzo Ekangaki,Cameroon,703442039
1055,Theodor Ab Yberg,Switzerland,703463813
1057,Park In-won,South Korean,703478926
1058,Manuel Montt,Chile,703494680
1059,José Antonio Mora,Uruguay,703495399
1060,Faizanullah Faizan,Afghanistan,703507854
1061,Francisco Romão,Angola,703532164
1062,Ohannes Tchekidjian,Armenia,703540064
1063,Lagitupu Tuilimu,Tuvalu,703546632
1064,Hans von Dellingshausen,Sweden,703547153
1065,Cyryl Ratajski,Poland,703550487
1066,Dragan Mikerević,Bosnia-Herzegovina,703551448
1067,Émile Deschanel,France,703555897
1068,Ragnar Arnalds,Iceland,703558722
1069,Sigurður Kári Kristjánsson,Iceland,703558902
1070,Guðjón Arnar Kristjánsson,Iceland,703559376
1071,Magnús Þór Hafsteinsson,Iceland,703559571
1072,Lars Herman Gyllenhaal,Sweden,703560413
1073,Gregory Fortuin,New Zealand,703569338
1074,Rogatien Biaou,Benin,703580130
1075,Charles Saunders (administrator),South Africa,703652809
1076,Paul Southwell,Saint Kitts and Nevis,703666654
1077,Zheng Chenggong,China,703693244
1078,Manuel Guillermo Pinto,Argentina,703707383
1079,Mohlabi Tsekoa,Lesotho,703719281
1080,Jorge de Melo,Portugal,703721936
1081,Giuseppe Arzilli,San Marino,703726449
1082,Roberto Raschi,San Marino,703726461
1083,Huo Guang,China,703759447
1084,Gomez das Mariñas,Spain,703773782
1085,Petrus Compton,Saint Lucian,703819839
1086,Ernest Ako,Ghana,703821686
1087,Fritz Theilen,Germany,703857757
1088,Juho Niukkanen,Finland,703874973
1089,Alexander Creighton Arthur,New Zealand,703875077
1090,Abebe Aregai,Ethiopia,703915721
1091,Andriy Chornovil,Ukraine,703922417
1092,Max Binder,Switzerland,703925527
1093,Khin Htay Kywe,Myanmar,703937309
1094,Myint Aung (MP),Myanmar,703937386
1096,Paul-Marie Yembit,Gabon,704000120
1097,Jacques Germeaux,Belgium,704001951
1098,Anthony Daly (Whiteboy),Ireland,704004670
1099,Santos Acosta,Colombia,704010140
1101,Constantin Dăscălescu,Romania,704039294
1102,Gheorghe Pop de Băsești,Romania,704047959
1103,Henry Ajomale,Nigeria,704094181
1104,Robert Melville Smith,Canada,704136762
1105,Kolapo Ishola,Nigeria,704235837
1106,Batarah Shah Tengah,Philippines,704358444
1107,Sita Subedi,Nepal,704369545
1109,Jan Malypetr,Czech Republic,704424304
1110,Víctor Olea Alegría,Chile,704428239
1111,Kazimierz Krasiński,Poland,704438564
1112,Théophile Aube,France,704438953
1113,Jean Marie Antoine de Lanessan,France,704451065
1114,Stanisław Antoni Szczuka,Poland,704452023
1115,Karol Marcinkowski,Poland,704455431
1116,Louis-Lucien Klotz,France,704460602
1117,Mirosław Dzielski,Poland,704467987
1118,Peter Tatár,Slovakia,704476712
1119,Ali al-Haidari,Iraq,704491213
1120,Myra Freeman,Canada,704516768
1121,Ewaryst Estkowski,Poland,704529226
1122,Tytus Działyński,Poland,704529261
1123,Maksymilian Jackowski,Poland,704529371
1124,Antoni Kraszewski,Poland,704529469
1125,Ferdinand von Hansemann,Germany,704529565
1126,Ludwik Mycielski,Poland,704529649
1127,Andrzej Niegolewski,Poland,704529680
1128,Władysław Niegolewski,Poland,704529707
1129,Gustaw Potworowski,Poland,704529774
1130,Piotr Wawrzyniak,Poland,704529947
1131,Aniela Tułodziecka,Poland,704529983
1132,Heinrich von Tiedemann,Germany,704530012
1133,Roman Szymański,Poland,704530050
1134,Florian Stablewski,Poland,704530111
1135,Walenty Stefański,Poland,704530148
1136,Karol Rzepecki,Poland,704530193
1137,Edward Raczyński (1786–1845),Poland,704530253
1138,Luis Eduardo Garzón,Colombia,704569851
1139,Lasse Wiklöf,Finland,704575541
1140,Mōri Gorō,Japan,704596904
1141,Magomed Omarov (politician),Russia,704597450
1142,Danilo Baroni,Argentina,704600764
1143,Abdul Razak al-Hashimi,Iraq,704611447
1144,Mario Monje,Bolivia,704636414
1145,Thomas François Burgers,South African Republic,704636517
1146,Sam Brown (Rastafari),Jamaica,704651379
1147,Nehro Mohammed,Iraq,704668476
1148,Zhou Jiannan,China,704676106
1149,Sten Wahlund,Sweden,704689916
1150,Philip O. Emafo,Nigeria,704719275
1151,Árni Sigfússon,Iceland,704744768
1152,Pierre Mazeaud,France,704745155
1153,Amangeldy Muraliyev,Kyrgyzstan,704772645
1154,Thomas Nimely,Liberia,704779585
1155,Céleo Arias,Hondura,704789339
1156,Karl Zell,Germany,704816808
1157,Pierre Muller,Switzerland,704830391
1158,Jules Develle,France,704833506
1159,Ferenc Münnich,Hungary,704859854
1160,Antal Dovcsák,Hungary,704860350
1161,Irina Krohn,Finland,704866062
1162,Oscar Alende,Argentina,704875463
1163,"Pedro de Alcántara Álvarez de Toledo, 13th Marquis of Villafranca",Spain,704888246
1164,Uriel Yitzhaki,Israel,704893591
1165,Mikhail Lapshin,Russia,704897187
1166,Carl Edvard Rotwitt,Denmark,704906631
1167,Christian Emil Krag-Juel-Vind-Frijs,Denmark,704909164
1168,Ludvig Holstein-Holsteinborg,Denmark,704909244
1169,Christen Andreas Fonnesbech,Denmark,704909670
1170,Josefa Dimuri,Fiji,704914179
1171,Tage Reedtz-Thott,Denmark,704916318
1172,Hugo Egmont Hørring,Denmark,704916375
1173,Johan Henrik Deuntzer,Denmark,704917703
1174,James Ah Koy,Samoan,704919844
1175,Frode Sørensen (politician),Denmark,704929287
1176,Pyotr Krasikov,Russia,704933176
1177,Christian Ulrik Gyldenløve,Denmark,704936337
1178,Zaur Ardzinba,Abkhazia,704938340
1179,Israel Pinheiro da Silva,Brazil,704954450
1180,Germán Riesco,Chile,704966834
1181,Władysław Stanisław Zamoyski,Poland,704971958
1182,Roman Sołtyk,Poland,704981447
1183,Muhammed Ibrahim al-Juraissey,Iraq,704981869
1184,Peter Friederich,Switzerland,704987150
1185,Augusto Farias,Brazil,705001594
1186,George Durant,United Kingdom,705015595
1187,Antoni Jan Ostrowski,Poland,705017090
1188,Franciszek Ksawery Godebski,Poland,705038435
1189,Jakov Nenadović,Serbia,705046546
1191,Šahbaz Džihanović,Bosnia-Herzegovina,705071250
1192,Emanuel Moravec,Czech Republic,705080136
1193,Salih Usar,Cyprus,705088060
1194,Silvije Degen,Croatia,705106158
1195,Joan Coxsedge,Australia,705111781
1196,Anatoly Bykov,Russia,705119502
1197,Juan Luis Sanfuentes,Chile,705122808
1198,Roberto Lavagna,Argentina,705167083
1199,António Pinto Soares,Costa Rica,705177330
1200,Vicente Lucio Salazar,Ecuador,705180584
1201,Husein Hasanally Abdoolcader,Malaysia,705200309
1202,Osman Ertuğ,Cyprus,705200468
1203,Eşref Vaiz,Cyprus,705202080
1204,Hüseyin Öztoprak,Cyprus,705202157
1205,Alexander Filatov,Russia,705204037
1206,Ginés González García,Argentina,705206510
1207,Birger Brosa,Sweden,705206616
1208,Niko Nawaikula,Fiji,705212313
1209,Charles Bellringer,New Zealand,705213504
1210,Va'aelua Eti Alesana,Samoan,705218371
1211,Sidibe Korian Sidibe,Mali,705222873
1212,Germán Ignacio Riesco,Chile,705226005
1213,Max Maurenbrecher,Germany,705228603
1214,Patrick Raphael,South Sudan,705236060
1215,Montserrat Gibert,Spain,705244503
1216,Evelyn Shannon,Canada,705247791
1217,Injimo Managreve,Fiji,705254033
1218,Ihab el-Sherif,Egypt,705264062
1219,Tomasz Sołtyk,Poland,705267741
1220,Ricardo Arias,Panama,705267817
1221,José Ramón Guizado,Panama,705267832
1222,Domingo Díaz Arosemena,Panama,705268153
1223,Enrique Adolfo Jiménez,Panama,705268171
1224,Ezequiel Fernández,Panama,705268248
1225,Ernesto Tisdel Lefevre,Panama,705268496
1226,Pedro Antonio Díaz,Panama,705268522
1227,Ciro Luis Urriola,Panama,705268536
1228,Pablo Arosemena,Panama,705268645
1229,Uguccione della Faggiuola,Italy,705272416
1230,Fredrik Ström,Sweden,705274650
1231,Rudolf Brestel,Austria,705277835
1232,Kazimierz Kierzkowski,Poland,705286745
1233,Luis López de Mesa,Colombia,705288012
1234,Gerardo Molina,Colombia,705288814
1235,Torstein Dahle,Norway,705293831
1236,Steinunn Valdís Óskarsdóttir,Iceland,705301730
1237,Antonio Berti (senator),Italy,705322126
1238,Božidar Adžija,Croatia,705332341
1239,Juan Francisco de Molina,Hondura,705346284
1240,Felipe Neri Medina,Hondura,705346304
1241,Mariano Garrigó,Hondura,705346378
1242,José María Bustillo (Honduran),Hondura,705346396
1243,Francisco Gómez (acting president),Hondura,705346462
1244,Salvador Aguirre (Honduras),Hondura,705346724
1245,Francisco Bográn,Hondura,705346741
1246,Evaristo Rocha,Nicaragua,705346794
1247,Joaquín del Cosío,Nicaragua,705346842
1248,Tomás Valladares,Nicaragua,705346888
1249,Juan de Dios Orozco,Nicaragua,705346938
1250,Silvestre Selva,Nicaragua,705346996
1251,José León Sandoval,Nicaragua,705347018
1252,Toribio Terán,Nicaragua,705347032
1253,Benito Rosales,Nicaragua,705347050
1254,Norberto Ramírez,Nicaragua,705347079
1255,Justo Abaunza,Nicaragua,705347109
1256,Laureano Pineda,Nicaragua,705347141
1257,José de Jesús Alfaro,Nicaragua,705347152
1258,Fruto Chamorro,Nicaragua,705347173
1259,Tomás Martínez,Nicaragua,705347224
1260,Fernando Guzmán Solórzano,Nicaragua,705347243
1261,Pedro Joaquín Chamorro Alfaro,Nicaragua,705349064
1262,Joaquín Zavala,Nicaragua,705349092
1263,Evaristo Carazo,Nicaragua,705349139
1264,Nicolás Osorno,Nicaragua,705349167
1265,Salvador Machado,Nicaragua,705349213
1266,Manuel Vizcarra,Mexico,705353421
1267,Fermín Palacios,Salvadoran,705353491
1268,Eugenio Aguilar,Salvadoran,705353565
1269,Tomás Medina,Salvadoran,705353584
1270,Ramón Rodríguez (Salvadoran politician),Salvadoran,705353647
1271,Vicente Gómez,Salvadoran,705353678
1272,Lorenzo Zepeda,Salvadoran,705353843
1273,José María Peralta,Salvadoran,705353896
1274,Francisco Menéndez,Salvadoran,705353975
1275,Pedro José Escalón,Salvadoran,705354095
1276,Fernando Figueroa,Salvadoran,705354112
1277,Carlos Meléndez (politician),Salvadoran,705354212
1278,Ognjen Prica,Croatia,705360501
1279,Otokar Keršovani,Croatia,705360606
1280,Rafael Carvajal,Ecuador,705361515
1281,Rafael Pólit,Ecuador,705361631
1282,Gonzalo Córdova,Ecuador,705361890
1283,Alberto Guerrero Martínez,Ecuador,705361977
1284,Andrés Córdova,Ecuador,705362182
1285,Ramón Castro Jijón,Ecuador,705362274
1286,Manuel Antonio Ortiz,Paraguay,705363525
1287,Carlos Loizaga,Paraguay,705363610
1288,José Díaz de Bedoya,Paraguay,705363657
1289,Patricio Escobar,Paraguay,705363872
1290,Juan Gualberto González,Paraguay,705363891
1291,Baron Alexander von Bach,Austria,705369652
1292,Jaime Zea,Peru,705381218
1293,Georg Bernhard Bilfinger,Germany,705383874
1294,Fabio Castillo Figueroa,Salvadoran,705385310
1295,George Little (Manitoba politician),Canada,705386024
1296,Eugène Diomi Ndongala Nzomambu,"Congo, Dem. Rep. of",705390654
1297,Landing Badji,Senegal,705395252
1298,Omar Gassama,Gambia,705395257
1299,Krešimir Ćosić (politician),Croatia,705397692
1300,Manuel Mora,Costa Rica,705402311
1301,François Biltgen,Luxembourg,705409866
1302,An Chang-ryon,"Korea, South",705419921
1303,An Myong-ok,"Korea, South",705420162
1304,An Yong-hyon,"Korea, South",705420173
1305,Paek Se-yun,"Korea, South",705426676
1306,Pak Chang-sik,"Korea, South",705426756
1307,Paek Se-bong,"Korea, South",705426772
1308,President of the General Council of Martinique,Martinique,705428274
1309,Tom Høyem,Denmark,705431624
1310,Othman I,Chad,705432607
1311,Mick Beddoes,Fiji,705433513
1312,Dhari Ali al-Fayadh,Iraq,705434314
1313,Michael Rojeski,Canada,705436088
1314,Mars Di Bartolomeo,Luxembourg,705459067
1315,Henri Grethen,Luxembourg,705460148
1316,Lucien Lux,Luxembourg,705460585
1317,Michał Grażyński,Poland,705467367
1318,Francisco de la Lastra,Chile,705490419
1319,Khin Maung Swe,Myanmar,705518003
1320,Vladimir Laptev,Russia,705518883
1321,Mohammad Saeedi,Iran,705527296
1322,Chen Lei (Heilongjiang),China,705528950
1323,Gudmundur Fjelsted,Canada,705539849
1324,Hannes Maasel,Estonia,705543133
1325,Otto Grimlund,Sweden,705546376
1326,Samuel Fletcher,Canada,705547266
1327,Bergur Sigurbjörnsson,Iceland,705550209
1328,Johann von Appel,Bosnia-Herzegovina,705557717
1329,Kurt Meyer (Lucerne),Switzerland,705570766
1330,Rodoljub Čolaković,Bosnia-Herzegovina,705579844
1331,Antonio Tanaburenisau,Fiji,705585115
1332,Gidado dan Laima,Nigeria,705586751
1333,Osvaldo de Jesus Serra Van-Dúnem,Angola,705597487
1334,Moritz Wahrmann,Hungary,705601685
1335,Lalhmingthanga,India,705607317
1336,Srirang Narvekar,India,705607410
1337,Ana Rita Esgário,Brazil,705619664
1338,Elena Bomeshko,Moldova,705622230
1339,Darko Matijašević,Bosnia-Herzegovina,705622580
1340,Allan Wagner Tizón,Peru,705631918
1341,Bouchaib Benlabsir,Morocco,705653632
1342,George Boley,Liberia,705700815
1343,Aye Tha Aung,Myanmar,705706890
1344,Théophile Mbemba Fundu,"Congo, Dem. Rep. of",705707214
1345,Seïdou Mama Sika,Benin,705720356
1346,Ntumba Luaba,"Congo, Dem. Rep. of",705723187
1347,Myra Ndjoku Manianga,"Congo, Dem. Rep. of",705723441
1348,Alfredo Palacios,Argentina,705726893
1349,Antonio Carrillo Flores,Mexico,705727586
1350,Héctor Icazuriaga,Argentina,705736835
1351,Hugo Anzorreguy,Argentina,705736979
1352,Miguel Ángel Toma,Argentina,705737107
1353,Jorge Domínguez (politician),Argentina,705746468
1354,Sela Nanovo,Fiji,705765669
1355,Taito Waqavakatoga,Fiji,705765780
1356,Fons Borginon,Belgium,705775235
1357,Luc Mesadieu,Haiti,705776541
1358,Nikolay Dudov,Russia,705817095
1359,Rudi Mittig,Germany,705842209
1360,Nikolay Shaklein,Russia,705870505
1361,Reşat Çağlar,Cyprus,705878369
1362,Mikhail Prusak,Russia,705882918
1363,Alexey Chernyshyov,Russia,705883069
1364,Gregory Schulte,United States,705886439
1365,Gaspar Fagel,Netherlands,705901879
1366,Swelethu Madasa,South Africa,705904127
1367,Ahmed Attaf,Algeria,705910185
1368,Peter Jankowitsch,Austria,705911885
1369,Bernard Stasi,France,705915804
1370,Petro Franko,Ukraine,705920025
1371,Bernardino de Mendoza,Spain,705924460
1372,Vilhelm Knorin,Belarus,705924765
1373,Mohamed Hashi,Somalia,705925026
1374,Sigurrós Þorgrímsdóttir,Iceland,705927033
1375,Claudio Muccioli,San Marino,705929702
1376,Benjamin Zymler,Brazil,705951934
1377,Sughra Imam,Pakistan,705953821
1378,Rigaud Duplan,Haiti,705960229
1379,Remidus E. Kissassi,Tanzania,705961390
1380,Empress Yan Ji,China,705968296
1381,John Richard Donovan Glascott,Myanmar,705980040
1382,Ren Renfa,China,705986322
1383,Géza Malasits,Hungary,705993227
1384,Ernesto Rossi (politician),Italy,706015433
1385,Nikolay Bogachyov,Russia,706047516
1386,Adam Kok III,South Africa,706049252
1387,Tynychbek Akmatbayev,Kyrgyzstan,706066998
1388,Klaus Bondam,Denmark,706067548
1389,Vũ Khoan,Vietnam,706073156
1390,Kaisa Leka,Finland,706085467
1391,Pedro Cerisola,Mexico,706100027
1392,Mohammad Fahim Dashty,Afghanistan,706112927
1393,Stoyan Alexandrov,Bulgaria,706114162
1394,David Farhat,Liberia,706114442
1395,Solomon Musa,Sierra Leone,706115246
1396,Inge Genefke,Denmark,706119974
1397,Jolly Nyame,Nigeria,706146554
1398,Kwamena Ahwoi,Ghana,706152385
1399,Haji Mussa Kitole,Tanzania,706183416
1400,Roland Massaquoi,Liberia,706183637
1401,Joseph Korto,Liberia,706183676
1402,Samuel Raymond Divine,Liberia,706183917
1403,Domingo Terán de los Ríos,Spain,706188219
1404,Lazare Escarguel,France,706198405
1405,Michel Mouillot,France,706202497
1406,Valerio De Los Benidos,Cuba,706204833
1407,Alfred Reeves,Liberia,706206903
1408,Misa Telefoni Retzlaff,Samoan,706207837
1409,Cesare Correnti,Italy,706211513
1410,Torii Tadafumi,Japan,706231609
1411,Minamoto no Mitsuyuki,Japan,706231743
1412,Keiko Higuchi,Japan,706231958
